person_id,lifeboat,body_no,death_date
2308,boat 15,,1915-04-15
2309,,,1912-04-15
2310,,,1912-04-15
2311,,,1912-04-15
2312,boat 9,,1949-12-09
2313,,,1912-04-15
2314,,,1912-04-15
2315,,,1912-04-15
2316,,,1912-04-15
2317,,,1912-04-15
2318,,,1912-04-15
2319,,184.0,1912-04-15
2320,,,1912-04-15
2321,,,1912-04-15
2322,,,1957-05-21
2323,,,1912-04-15
2324,boat 14,,1938-08-19
2325,,,1912-04-15
2326,,,1912-04-15
2327,boat 4,,1915-09-28
2328,,,1912-04-15
2329,,,1912-04-15
2330,,,1912-04-15
2331,,,
2332,,,1912-04-15
2333,boat B,,1937-08-31
2334,,,1912-04-15
2335,boat 3,,1963-12-12
2336,,,1961-06-27
2337,,,
2338,,,1912-04-15
2339,,,
2340,,11.0,1912-04-15
2341,,,1912-04-15
2342,boat 1,,1934-03-18
2343,,,1912-04-15
2344,boat 5,,1946-02-12
2345,,195.0,1912-04-15
2346,,,1922-08-11
2347,,,1912-04-15
2348,,,1948-04-15
2349,,,1912-04-15
2350,,,1912-04-15
2351,,,
2352,,,1912-04-15
2353,,,
2354,,,1912-04-15
2355,,,1912-04-15
2356,,,1912-04-15
2357,,,1965-06-30
2358,,,1943-10-17
2359,,,
2360,,,1912-04-15
2361,,,1912-04-15
2362,boat 12,,1953-02-28
2363,,,1912-04-15
2364,,,
2365,boat 11,,1967-07-30
2366,,,1912-04-15
2367,,91.0,1912-04-15
2368,,,1912-04-15
2369,,,1912-04-15
2370,,,1912-04-15
2371,,,1912-04-15
2372,,,1912-04-15
2373,,,1912-04-15
2374,,,1912-04-15
2375,,,
2376,,,1947-09-26
2377,,,1912-04-15
2378,,,1932-02-22
2379,,,1912-04-15
2380,,,1912-04-15
2381,,,
2382,,,1912-04-15
2383,,,1912-04-15
2384,,,1912-04-15
2385,boat B,,
2386,,,1947-10-15
2387,,,1912-04-15
2388,,316.0,1912-04-15
2389,boat 11,,1937-03-27
2390,,,1939-01-29
2391,,,1912-04-15
2392,,,1912-04-15
2393,,,1934-12-26
2394,,,1919-01-01
2395,,,
2396,boat 15,,1946-04-16
2397,,,1963-02-03
2398,,,
2399,,,1912-04-15
2400,,,1912-04-15
2401,,243.0,1912-04-15
2402,,,1916-05-31
2403,,,1964-01-26
2404,,,1912-04-15
2405,,,1912-04-15
2406,,,1912-04-15
2407,,,1912-04-15
2408,,,1912-04-15
2409,,,1912-04-15
2410,,,1944-09-20
2411,,,1968-06-16
2412,,,1912-04-15
2413,boat 1,,1950-12-03
2414,,,
2415,,150.0,1912-04-15
2416,,123.0,1912-04-15
2417,,,1912-04-15
2418,,,1912-04-15
2419,boat 1,,1931-12-28
2420,,,1912-04-15
2421,,,1912-04-15
2422,,,1912-04-15
2423,boat 15,,1914-03-22
2424,,,1912-04-15
2425,,,1912-04-15
2426,,,
2427,,,1912-04-15
2428,,,1912-04-15
2429,,,1912-04-15
2430,boat 11,,1949-08-06
2431,,,1973-04-06
2432,boat 15,,
2433,,,
2434,,,1912-04-15
2435,,,
2436,,,1912-04-15
2437,boat A,,
2438,,,1912-04-15
2439,,,1912-04-15
2440,boat 14,,1934-01-10
2441,,,1939-11-17
2442,,,1912-04-15
2443,,,
2444,,,1912-04-15
2445,boat 15,,1937-07-24
2446,,,1912-04-15
2447,,,1912-04-15
2448,,,1912-04-15
2449,boat 3,,
2450,,,1912-04-15
2451,,,1912-04-15
2452,,23.0,1912-04-15
2453,,,1912-04-15
2454,,,1912-04-15
2455,,,
2456,,,1912-04-15
2457,,,1912-04-15
2458,,,1912-04-15
2459,,,1912-04-15
2460,,59.0,1912-04-15
2461,,,1912-04-15
2462,boat 13,,1941-07-02
2463,,,1912-04-15
2464,,,1912-04-15
2465,,,1912-04-15
2466,,,1912-04-15
2467,,,1912-04-15
2468,,,
2469,,,
2470,,,1912-04-15
2471,,,1943-02-05
2472,,,1912-04-15
2473,,,1912-04-15
2474,,,1912-04-15
2475,,,1912-04-15
2476,,,1912-04-15
2477,,,1912-04-15
2478,boat 9,,1941-07-19
2479,,,
2480,,,1912-04-15
2481,,246.0,1912-04-15
2482,,,1912-04-15
2483,,,1912-04-15
2484,,,1912-04-15
2485,,,1912-04-15
2486,,,
2487,,,1912-04-15
2488,,,1912-04-15
2489,,,1912-04-15
2490,,,1912-04-15
2491,boat A,,1924-11-07
2492,,,1912-04-15
2493,boat 7,,1954-05-01
2494,,,
2495,boat 11,,1961-06-18
2496,boat 11,,1949-05-01
2497,,,1942-07-18
2498,,,1912-04-15
2499,boat 4,,1922-01-07
2500,,,1912-04-15
2501,,272.0,1912-04-15
2502,,,1912-04-15
2503,,,1912-04-15
2504,,,1927-02-01
2505,boat B,,1944-10-11
2506,,,1912-04-15
2507,boat 9,,1942-08-21
2508,,,1912-04-15
2509,,,1912-04-15
2510,,,1912-04-15
2511,boat 13,,1971-02-11
2512,,,1912-04-15
2513,,,1912-04-15
2514,,,1912-04-15
2515,,,1912-04-15
2516,,,1912-04-15
2517,,,1961-02-03
2518,,,1912-04-15
2519,,,1912-04-15
2520,,,1912-04-15
2521,boat 11,,1961-10-23
2522,,315.0,1912-04-15
2523,,,1912-04-15
2524,,,1912-04-15
2525,,,1912-04-15
2526,,,1912-04-15
2527,,,
2528,,,1963-10-02
2529,,167.0,1912-04-15
2530,,144.0,1912-04-15
2531,,,1912-04-15
2532,,,1912-04-15
2533,,,1912-04-15
2534,boat 13,,1940-02-23
2535,,,1912-04-15
2536,boat 9,,
2537,,,1939-11-18
2538,,,1912-04-15
2539,,,1912-04-15
2540,,,1912-04-15
2541,,,1912-04-15
